fk_moneda,fk_plan,fk_fpagp,fuma,sexo,edad,Suma Aseg ,Reserva,Prima,pzoseg,pzopago,suma retenida 
1,3,1,N,M,55,"200,000.00","88,341.16","5,926.00",20,20,"200,000.00"
1,2,1,N,M,55,"200,000.00","88,341.16","5,926.00",20,20,"120,000.00"
1,2,2,N,M,39,"588,000.00","7,476.98","2,080.40",20,20,"294,000.00"
1,2,1,N,M,36,"225,000.00","3,447.99",945.5,20,20,"90,000.00"
1,2,2,N,M,34,"399,000.00","3,247.39","1,466.50",20,20,"159,600.00"
1,1,1,N,M,25,"250,000.00","20,766.60","2,389.63",99,99,"100,000.00"
1,2,2,S,M,42,"500,000.00","9,400.25","3,156.00",20,20,"250,000.00"
1,1,3,N,M,34,"500,000.00","90,942.33","11,103.00",99,99,"250,000.00"
2,1,1,N,M,40,"1,000,000.00","279,442.64","33,279.50",99,20,"500,000.00"
1,2,2,S,F,56,"600,000.00","23,560.09","4,818.00",65,65,"300,000.00"
1,2,2,N,M,45,"600,000.00","23,538.91","5,046.00",65,65,"300,000.00"
1,2,1,N,F,32,"100,000.00","2,385.64",964,20,20,"40,000.00"
1,2,1,S,M,55,"125,000.00","1,055.27",596.25,17,17,"50,000.00"
1,2,1,N,M,31,"277,000.00","2,373.47",779.87,20,20,"166,200.00"
1,2,1,N,M,37,"115,000.00",970.85,548.55,17,17,"46,000.00"
1,2,2,S,F,51,"500,000.00","19,584.22","3,475.50",65,65,"250,000.00"
1,1,2,S,M,56,"100,000.00","21,658.46","4,244.00",99,99,"40,000.00"
1,3,3,N,M,46,"75,000.00","30,020.17","2,610.00",20,20,75000
1,2,3,N,M,46,"75,000.00","30,020.17","2,610.00",20,20,0
1,1,1,N,F,29,"50,000.00","4,674.48",788.5,99,99,0
1,2,1,N,M,42,"1,000,000.00","17,594.10","5,550.00",20,20,"500,000.00"
1,1,1,N,F,49,"50,663.00","5,809.01",730.05,99,19,0
1,2,1,N,F,47,"80,000.00","7,491.49","2,478.00",20,20,0
2,2,2,S,M,47,"120,000.00","1,616.68",554.48,20,20,"48,000.00"
1,1,2,N,M,50,"100,000.00","11,135.68","1,454.00",99,99,"40,000.00"
1,2,1,N,F,48,"100,000.00",501.84,470,20,20,"40,000.00"
1,3,1,N,M,26,"100,000.00","45,248.89","3,268.00",20,20,"100,000.00"
1,2,1,N,M,26,"100,000.00","45,248.89","3,268.00",20,20,"40,000.00"
1,1,1,N,M,31,"500,000.00","74,498.61","8,664.00",99,99,"250,000.00"
1,1,1,N,F,39,"150,000.00","10,362.98","1,444.50",99,99,"90,000.00"
2,1,1,N,M,54,"50,000.00","3,749.09",421.5,99,99,0
2,2,2,S,M,31,"600,000.00","17,636.86","4,088.00",20,20,"300,000.00"
1,2,1,S,M,47,"1,000,000.00",631.31,"6,010.00",1,1,"500,000.00"
1,1,2,N,M,33,"300,000.00","32,799.22","3,133.14",99,20,"120,000.00"
1,3,1,S,M,37,"1,000,000.00","411,061.15","29,019.00",55,55,"1,000,000.00"
1,2,1,S,M,37,"1,000,000.00","411,061.15","29,019.00",55,55,"500,000.00"
2,1,2,N,M,44,"500,000.00","58,753.43","6,105.00",99,99,"250,000.00"
2,1,2,N,M,28,"50,000.00","15,558.26","3,732.00",99,99,0
1,2,1,N,F,49,"200,000.00","2,830.96","1,119.00",20,20,"80,000.00"
2,2,3,N,M,51,"150,000.00","2,133.66",684.35,20,20,"90,000.00"
1,3,1,N,F,35,"1,000,000.00","353,410.87","24,729.00",55,55,"1,000,000.00"
1,2,1,N,F,35,"1,000,000.00","353,410.87","24,729.00",55,55,"500,000.00"
1,2,2,S,F,24,"91,254.00","1,471.79",661.59,18,18,0
1,2,3,S,M,30,"132,719.00","4,474.47","2,144.74",13,13,"53,087.60"
2,1,3,N,M,49,"1,000,000.00","87,312.59","7,760.00",99,99,"500,000.00"
1,1,2,N,F,30,"150,000.00","18,169.57","2,319.00",99,99,"60,000.00"
1,3,2,N,F,49,"87,636.00","23,766.92","5,456.22",13,13,87636
1,2,2,N,F,49,"87,636.00","23,766.92","5,456.22",13,13,0
1,3,1,N,M,38,"50,000.00","17,549.16","2,530.00",16,16,50000
1,2,1,N,M,38,"50,000.00","17,549.16","2,530.00",16,16,0
1,1,1,N,M,34,"100,000.00","15,804.01","1,945.00",99,99,"40,000.00"
2,2,2,N,M,50,"300,000.00","5,576.71","1,625.09",20,20,"120,000.00"
2,2,1,N,M,39,"500,000.00","2,804.40","6,420.00",1,1,"250,000.00"
1,2,2,N,M,42,"200,000.00","5,002.92","1,888.00",20,20,"80,000.00"
1,2,1,S,M,39,"100,000.00","1,528.53",506,20,20,"40,000.00"
1,1,1,N,F,51,"75,000.00","4,023.53",792,99,99,0
1,3,1,N,F,45,"200,000.00","68,056.69","5,566.90",60,60,"200,000.00"
1,2,1,N,F,45,"200,000.00","68,056.69","5,566.90",60,60,"120,000.00"
1,3,4,N,M,44,"200,000.00","26,859.02","2,293.20",65,65,"200,000.00"
1,2,4,N,M,44,"200,000.00","26,859.02","2,293.20",65,65,"120,000.00"
1,2,3,S,M,48,"1,071,604.00",423.18,"6,154.51",1,1,500000
2,2,2,N,M,42,"50,000.00","2,077.62",597.5,20,20,0
1,2,1,N,M,42,"500,000.00","15,436.38","4,713.00",20,20,"250,000.00"
1,1,1,N,M,54,"60,313.00","9,009.65","1,535.57",99,17,0
1,2,2,N,M,47,"96,555.00",675.7,495.33,11,11,0
2,1,1,N,M,41,"50,000.00","9,932.25",942,99,99,0
1,3,1,N,F,50,"200,000.00","97,701.84","5,446.00",20,20,"200,000.00"
1,2,1,N,F,50,"200,000.00","97,701.84","5,446.00",20,20,"80,000.00"
2,1,1,S,M,34,"100,000.00","8,768.22",862.88,99,99,"60,000.00"
1,2,2,N,F,39,"300,000.00","26,585.22","6,385.44",20,20,"180,000.00"
2,2,1,N,M,49,"500,000.00","24,115.05","5,097.50",20,20,"250,000.00"
1,2,1,N,F,41,"500,000.00","7,124.23","2,237.50",20,20,"250,000.00"
2,3,2,S,M,31,"150,000.00","66,906.95","4,784.30",65,65,"150,000.00"
2,2,2,S,M,31,"150,000.00","66,906.95","4,784.30",65,65,"60,000.00"
1,1,1,N,F,42,"50,000.00","3,275.80",326.5,99,99,0
1,3,1,N,F,47,"100,223.00","11,684.85","1,894.28",20,20,"100,223.00"
1,2,1,N,F,47,"100,223.00","11,684.85","1,894.28",20,20,"60,133.80"
1,1,1,N,M,49,"50,000.00","8,240.25",970,99,99,0
1,2,1,S,M,50,"100,000.00",18.06,"1,811.00",1,1,"60,000.00"
1,2,1,N,M,53,"100,000.00","3,915.65","1,317.00",25,25,"40,000.00"
2,3,1,N,F,45,"50,000.00","21,479.37","1,717.00",20,20,50000
2,2,1,N,F,45,"50,000.00","21,479.37","1,717.00",20,20,0
1,1,3,S,M,31,"50,532.00","13,071.73","1,914.15",99,99,0
1,1,2,N,M,30,"3,000,000.00","395,640.35","59,604.00",99,99,500000
1,3,2,N,M,36,"75,000.00","46,854.44","4,265.25",15,15,75000
1,2,2,N,M,36,"75,000.00","46,854.44","4,265.25",15,15,0
1,2,1,N,M,58,"130,000.00",881.51,625.8,20,20,"78,000.00"
1,2,4,N,M,44,"93,437.00",73.24,622.29,8,8,0
1,1,2,N,M,55,"500,000.00","31,641.23","3,794.50",99,99,"250,000.00"
1,3,2,S,F,48,"100,000.00","43,546.28","4,596.00",20,20,"100,000.00"
1,2,2,S,F,48,"100,000.00","43,546.28","4,596.00",20,20,"60,000.00"
2,1,2,N,M,41,"100,000.00","12,585.46","1,263.40",99,99,"60,000.00"
1,2,4,N,M,40,"82,606.00",738.49,691.41,13,13,0
1,1,1,N,M,55,"800,000.00","50,877.18","6,644.40",99,99,"400,000.00"
1,3,1,N,F,39,"150,000.00","59,494.24","5,236.50",20,20,"150,000.00"
1,2,1,N,F,39,"150,000.00","59,494.24","5,236.50",20,20,"60,000.00"
2,1,2,S,M,35,"250,000.00","23,654.54","6,204.75",99,20,"100,000.00"
1,3,1,N,F,44,"50,000.00","21,696.77","2,875.50",20,20,50000
1,2,1,N,F,44,"50,000.00","21,696.77","2,875.50",20,20,0
1,1,1,N,M,36,"51,113.00","6,103.88","1,154.64",99,17,0
1,1,1,N,M,50,"100,000.00","7,790.81","1,335.00",99,99,"60,000.00"
2,2,2,N,M,52,"400,000.00","13,752.14","2,782.00",20,20,"160,000.00"
2,2,3,N,M,35,"86,847.00","2,175.03",654.61,20,20,0
1,2,1,N,M,44,"200,000.00","1,790.95",999.3,20,20,"80,000.00"
1,2,1,S,M,33,"101,610.00","8,868.58","4,514.53",16,16,"60,966.00"
1,3,2,N,M,47,"100,000.00","40,167.99","3,330.00",20,20,"100,000.00"
1,2,2,N,M,47,"100,000.00","40,167.99","3,330.00",20,20,"40,000.00"
1,3,1,N,F,51,"100,000.00","44,451.20","3,420.00",20,20,"100,000.00"
1,2,1,N,F,51,"100,000.00","44,451.20","3,420.00",20,20,"60,000.00"
1,2,2,N,M,54,"166,673.00",864.43,671.69,16,16,"100,003.80"
1,2,1,N,F,32,"1,077,367.00","19,010.09","10,618.14",60,60,500000
1,2,2,N,M,51,"100,000.00",4.19,900,10,10,"40,000.00"
1,2,2,S,M,42,"188,027.00","18,012.98","3,939.17",19,19,"75,210.80"
1,2,2,N,M,38,"250,000.00","14,758.68","4,180.00",20,20,"100,000.00"
2,1,1,S,M,35,"281,250.00","76,119.84","12,886.72",99,99,"168,750.00"
1,2,1,N,M,33,"750,000.00","5,701.77","9,482.50",1,1,"375,000.00"
1,1,1,N,M,41,"100,000.00","7,408.06",975,99,99,"40,000.00"
1,3,3,N,M,39,"52,385.00","23,496.41","1,805.89",20,20,52385
1,2,3,N,M,39,"52,385.00","23,496.41","1,805.89",20,20,0
1,1,1,N,M,34,"100,000.00","4,476.41",904,99,99,"60,000.00"
1,2,1,N,M,51,"250,000.00","4,661.03","1,820.00",20,20,"150,000.00"
2,2,1,N,F,33,"100,000.00","5,076.45","1,229.18",20,20,"60,000.00"
2,2,1,N,M,28,"100,000.00","1,287.93",415.18,20,20,"60,000.00"
2,2,1,N,M,51,"700,000.00","1,664.44","2,220.00",10,10,"350,000.00"
1,1,2,N,F,49,"300,000.00","43,315.27","4,803.69",99,20,"120,000.00"
1,2,2,N,F,53,"100,229.00","1,038.62",600.37,15,15,"40,091.60"
1,1,3,N,M,37,"50,000.00","8,423.10","1,351.00",99,99,0
1,2,1,S,M,50,"150,000.00","5,159.55","1,750.50",20,20,"60,000.00"
1,1,2,N,M,42,"51,113.00","5,086.64",904.7,99,17,0
1,2,1,N,M,46,"200,000.00","6,782.51","1,979.70",20,20,"120,000.00"
1,2,1,N,M,39,"500,000.00","8,810.20","3,156.00",20,20,"250,000.00"
1,3,1,N,M,56,"100,000.00","33,647.22","3,382.00",25,25,"100,000.00"
1,2,1,N,M,56,"100,000.00","33,647.22","3,382.00",25,25,"40,000.00"
1,3,1,N,M,24,"120,000.00","14,029.42","1,292.40",65,65,"120,000.00"
1,2,1,N,M,24,"120,000.00","14,029.42","1,292.40",65,65,"48,000.00"
1,2,2,N,M,30,"150,000.00","3,638.37","1,525.50",20,20,"90,000.00"
1,2,2,N,M,49,"100,000.00","8,418.41","2,213.00",20,20,"40,000.00"
1,2,1,N,M,54,"400,000.00","5,725.83","1,572.00",20,20,"160,000.00"
2,2,4,N,M,44,"300,000.00","15,183.61","3,070.85",25,25,"180,000.00"
1,2,1,N,M,42,"100,000.00","2,921.49","1,313.00",20,20,"40,000.00"
1,2,1,N,M,49,"500,000.00","3,976.38","1,220.00",20,20,"250,000.00"
1,2,1,N,M,41,"350,000.00",810.57,"2,040.50",12,12,"140,000.00"
1,2,3,S,M,44,"111,850.00","5,366.01","1,694.65",20,20,"44,740.00"
1,1,1,N,F,43,"400,000.00","53,314.89","7,339.60",99,99,"240,000.00"
1,1,2,S,M,46,"300,000.00","35,138.87","4,983.00",99,99,"180,000.00"
1,2,1,N,M,44,"100,000.00","3,120.00","1,164.00",20,20,"40,000.00"
1,2,2,N,M,55,"250,000.00","26,219.20","6,555.00",20,20,"100,000.00"
1,1,1,N,F,37,"71,455.00","10,306.64","1,697.77",99,20,0
1,2,2,N,M,41,"122,944.00","2,506.34","5,201.76",11,11,"73,766.40"
1,3,2,N,F,44,"100,000.00","86,290.55","7,270.00",55,55,"100,000.00"
1,2,2,N,F,44,"100,000.00","86,290.55","7,270.00",55,55,"40,000.00"
1,2,1,N,M,41,"350,000.00",941.63,"2,264.50",12,12,"140,000.00"
1,3,1,N,F,30,"100,000.00","48,678.65","2,893.00",20,20,"100,000.00"
1,2,1,N,F,30,"100,000.00","48,678.65","2,893.00",20,20,"40,000.00"
1,3,1,N,F,41,"100,000.00","61,727.93","4,988.00",15,15,"100,000.00"
1,2,1,N,F,41,"100,000.00","61,727.93","4,988.00",15,15,"60,000.00"
1,2,2,N,M,45,"225,000.00","3,501.65","1,013.00",20,20,"135,000.00"
1,1,1,S,M,52,"100,000.00","18,554.70","1,878.00",99,20,"60,000.00"
2,2,2,N,M,35,"150,000.00","2,214.84",666.8,20,20,"90,000.00"
1,2,1,N,M,30,"225,000.00","2,771.21",828.5,20,20,"90,000.00"
1,2,1,N,M,50,"100,000.00","5,345.34","1,919.00",20,20,"60,000.00"
1,3,1,N,F,48,"100,000.00","18,248.65","1,921.00",60,60,"100,000.00"
1,2,1,N,F,48,"100,000.00","18,248.65","1,921.00",60,60,"60,000.00"
1,1,2,N,F,45,"150,000.00","20,094.39","2,988.00",99,99,"90,000.00"
1,1,1,N,M,36,"56,408.00","4,105.37",328.29,99,99,0
1,2,2,N,M,30,"142,457.00",649.06,"1,122.56",8,8,"56,982.80"
1,3,1,S,M,45,"75,000.00","19,963.32","2,205.00",25,25,75000
1,2,1,S,M,45,"75,000.00","19,963.32","2,205.00",25,25,0
1,1,2,N,M,36,"200,000.00","27,402.16","5,902.00",99,99,"120,000.00"
1,3,2,N,M,51,"215,000.00","22,561.81","1,898.38",65,65,"215,000.00"
1,2,2,N,M,51,"215,000.00","22,561.81","1,898.38",65,65,"86,000.00"
1,3,2,N,M,48,"200,000.00","91,006.19","5,775.90",20,20,"200,000.00"
1,2,2,N,M,48,"200,000.00","91,006.19","5,775.90",20,20,"120,000.00"
1,1,3,N,M,40,"200,000.00","40,575.66","6,972.00",99,99,"80,000.00"
2,1,3,N,M,38,"150,000.00","5,196.08","4,731.50",99,10,"90,000.00"
1,2,3,S,M,52,"126,332.00",670.66,"1,907.61",9,9,"50,532.80"
1,2,2,N,F,54,"96,919.00","1,509.82",798.61,18,18,0
1,2,2,N,M,53,"92,660.00","2,103.25",893.24,18,18,0
1,1,2,N,M,39,"250,000.00","20,040.86","2,292.25",99,99,"150,000.00"
1,2,3,N,M,39,"82,870.00","3,497.65","1,586.96",19,19,0
1,2,2,S,M,51,"172,500.00","2,411.72","1,071.15",20,20,"69,000.00"
1,1,1,N,M,47,"50,000.00","8,540.30","1,028.00",99,99,0
1,2,2,N,M,47,"82,870.00","1,988.48",850.25,19,19,0
1,2,2,S,M,58,"365,000.00","4,535.33","1,256.90",20,20,"219,000.00"
1,2,1,N,M,41,"100,000.00","3,280.57","8,531.00",12,1,"60,000.00"
1,2,1,N,M,30,"200,000.00","23,341.38","3,161.50",75,20,"120,000.00"
1,2,2,N,M,31,"1,000,000.00","16,716.72","5,775.00",20,20,"500,000.00"
2,1,3,N,M,41,"100,000.00","17,270.99","1,905.35",99,99,"40,000.00"
1,2,1,N,M,35,"106,889.00","1,004.29",521.62,18,18,"64,133.40"
1,2,1,N,M,47,"150,000.00","1,972.20",990,20,20,"90,000.00"
2,2,3,N,M,42,"605,000.00","16,598.99","4,881.35",22,22,"302,500.00"
1,2,1,N,M,42,"150,000.00","2,284.91","1,087.50",20,20,"90,000.00"
2,2,1,N,M,37,"150,000.00","2,330.35",681.58,25,25,"60,000.00"
1,2,1,S,M,43,"300,000.00","8,940.06","2,963.85",20,20,"120,000.00"
1,1,1,N,M,28,"75,000.00","12,221.45","2,125.50",99,99,0
1,2,1,N,M,55,"500,000.00","9,611.14","2,625.00",20,20,"250,000.00"
1,1,1,N,M,41,"200,000.00","22,585.22","3,202.00",99,99,"120,000.00"
1,2,1,N,M,47,"162,784.00",181.69,"2,446.64",8,8,"65,113.60"
1,2,1,N,M,36,"100,000.00","2,078.00",906,20,20,"60,000.00"
2,1,1,N,M,36,"500,000.00","93,120.15","8,643.50",99,99,"250,000.00"
1,2,2,N,F,30,"200,000.00","11,447.70","3,374.00",20,20,"120,000.00"
1,2,1,N,F,53,"150,000.00","2,578.29","1,048.50",20,20,"90,000.00"
1,3,2,N,M,50,"52,792.00","23,609.00","1,630.74",20,20,52792
1,2,2,N,M,50,"52,792.00","23,609.00","1,630.74",20,20,0
1,2,1,S,M,55,"92,456.00",463.25,"1,585.62",10,10,0
1,1,1,N,M,32,"100,000.00","16,204.12","2,244.00",99,99,"40,000.00"
1,3,1,N,M,34,"100,000.00","44,459.17","3,885.00",20,20,"100,000.00"
1,2,1,N,M,34,"100,000.00","44,459.17","3,885.00",20,20,"60,000.00"
1,1,2,S,F,47,"200,000.00","19,472.38","2,293.20",99,99,"80,000.00"
1,2,1,N,M,51,"150,000.00","6,136.71","2,076.00",20,20,"60,000.00"
1,2,2,S,M,42,"250,000.00","9,456.91","3,147.50",20,20,"150,000.00"
1,1,1,N,M,35,"200,000.00","50,713.82","6,526.00",99,65,"120,000.00"
2,1,3,N,M,46,"74,221.00","11,879.89","2,031.14",99,99,0
2,2,1,S,M,39,"200,000.00","3,390.34","1,095.06",20,20,"80,000.00"
1,2,1,N,M,41,"93,619.00","1,276.22",573.88,19,19,0
1,3,4,N,M,49,"130,000.00","26,599.70","2,093.50",55,55,"130,000.00"
1,2,4,N,M,49,"130,000.00","26,599.70","2,093.50",55,55,"78,000.00"
1,1,1,N,M,35,"124,825.00","19,614.30","1,969.74",99,19,"49,930.00"
1,1,1,N,M,53,"100,000.00","30,881.71","3,883.00",99,20,"60,000.00"
1,3,1,N,M,48,"850,000.00","524,648.65","35,026.35",15,15,"850,000.00"
1,2,1,N,M,48,"850,000.00","524,648.65","35,026.35",15,15,"425,000.00"
1,1,1,N,M,51,"200,000.00","14,879.61","1,717.50",99,99,"120,000.00"
1,2,1,N,M,30,"1,055,000.00","41,143.58","40,637.70",10,10,500000
1,3,1,N,F,33,"850,000.00","524,648.65","35,026.35",15,15,"850,000.00"
1,2,1,N,F,33,"850,000.00","524,648.65","35,026.35",15,15,"425,000.00"
1,2,2,N,F,46,"400,000.00","2,941.13","1,639.60",20,20,"240,000.00"
1,2,2,S,M,45,"250,000.00","9,493.35","3,147.50",20,20,"150,000.00"
1,3,1,N,M,31,"100,000.00","39,376.06","3,842.00",20,20,"100,000.00"
1,2,1,N,M,31,"100,000.00","39,376.06","3,842.00",20,20,"40,000.00"
1,2,1,S,M,42,"100,000.00","3,457.82","1,061.00",65,65,"40,000.00"
1,1,1,N,F,33,"95,000.00","12,715.20","2,137.40",99,99,0
1,2,1,N,M,53,"351,367.00",697.28,"2,371.17",1,1,"210,820.20"
1,2,2,N,F,39,"100,000.00","2,287.90","1,165.00",20,20,"60,000.00"
1,3,1,S,M,50,"150,000.00","59,640.90","4,923.00",20,20,"150,000.00"
1,2,1,S,M,50,"150,000.00","59,640.90","4,923.00",20,20,"60,000.00"
1,2,2,N,F,57,"250,000.00","2,323.92","1,164.13",20,20,"100,000.00"
1,2,1,N,M,46,"82,870.00","1,641.81",706.88,22,22,0
1,1,3,N,M,40,"750,000.00","77,760.71","8,490.00",99,99,"375,000.00"
1,1,1,N,M,38,"150,000.00","17,671.32","2,566.50",99,99,"60,000.00"
2,1,1,N,F,58,"100,000.00","22,122.50","2,019.13",99,15,"40,000.00"
1,1,1,N,M,40,"50,000.00","3,869.79",681.5,99,99,0
2,1,1,N,M,52,"200,000.00","24,494.40","2,070.80",99,99,"80,000.00"
1,2,1,N,F,54,"92,660.00","2,271.51",942.35,18,18,0
1,2,2,N,M,41,"111,192.00","4,245.00","1,209.77",18,18,"44,476.80"
1,3,1,N,M,49,"850,000.00","525,183.26","35,026.35",15,15,"850,000.00"
1,2,1,N,M,49,"850,000.00","525,183.26","35,026.35",15,15,"425,000.00"
1,2,1,N,M,51,"149,502.00","2,150.09",987.21,20,20,"59,800.80"
2,1,2,N,M,44,"200,000.00","28,040.70","2,819.26",99,99,"120,000.00"
1,1,1,N,F,40,"100,000.00","11,196.20","1,454.00",99,99,"60,000.00"
1,2,2,N,M,42,"85,793.00",823.03,434.97,13,13,0
1,2,2,N,M,32,"250,000.00","6,798.25","2,399.13",20,20,"150,000.00"
1,2,2,N,F,52,"400,000.00","2,952.20","1,639.60",20,20,"240,000.00"
2,1,3,N,M,24,"100,000.00","11,313.18","1,124.65",99,99,"60,000.00"
1,1,1,N,M,42,"200,000.00","14,959.70","2,036.00",99,99,"120,000.00"
1,2,3,N,M,49,"1,000,000.00","12,524.23","4,740.00",20,20,"500,000.00"
1,1,1,N,M,40,"100,000.00","6,465.61",777,99,99,"40,000.00"
1,3,1,N,M,45,"100,000.00","39,316.07","3,897.00",20,20,"100,000.00"
1,2,1,N,M,45,"100,000.00","39,316.07","3,897.00",20,20,"60,000.00"
1,2,1,N,M,55,"1,815,468.00","7,771.85","10,821.08",1,1,500000
1,1,2,N,M,53,"500,000.00","54,291.69","6,837.75",99,99,"250,000.00"
2,3,3,N,M,45,"50,000.00","8,130.26",757,65,65,50000
2,2,3,N,M,45,"50,000.00","8,130.26",757,65,65,0
1,2,1,N,M,52,"104,574.00","1,291.57",496.73,17,17,"41,829.60"
1,1,2,N,M,53,"700,000.00","52,023.63","6,090.90",99,99,"350,000.00"
1,3,4,N,F,42,"500,000.00","216,162.84","18,490.00",18,18,"500,000.00"
1,2,4,N,F,42,"500,000.00","216,162.84","18,490.00",18,18,"250,000.00"
2,3,3,S,M,36,"50,000.00","13,590.09","1,252.00",65,65,50000
2,2,3,S,M,36,"50,000.00","13,590.09","1,252.00",65,65,0
2,2,3,N,F,24,"150,000.00","2,015.01",642.73,20,20,"90,000.00"
1,1,1,N,M,43,"300,000.00","26,743.14","2,653.05",99,99,"120,000.00"
2,3,2,N,M,40,"50,000.00","23,972.89","1,820.00",20,20,50000
2,2,2,N,M,40,"50,000.00","23,972.89","1,820.00",20,20,0
1,2,1,N,M,34,"200,000.00","5,960.00","2,076.60",20,20,"120,000.00"
1,2,2,S,F,42,"100,000.00","2,486.66","1,267.00",20,20,"60,000.00"
1,2,1,S,M,50,"200,000.00","1,278.67",882,20,20,"120,000.00"
1,2,2,N,F,32,"150,000.00","11,093.49","3,520.50",20,20,"60,000.00"
1,1,2,N,M,31,"150,000.00","10,028.45","1,332.00",99,99,"90,000.00"
1,3,2,S,M,26,"300,000.00","63,838.81","5,553.00",60,60,"300,000.00"
1,2,2,S,M,26,"300,000.00","63,838.81","5,553.00",60,60,"120,000.00"
1,3,1,N,F,26,"75,000.00","45,650.87","4,220.25",15,15,75000
1,2,1,N,F,26,"75,000.00","45,650.87","4,220.25",15,15,0
1,2,1,N,M,40,"200,000.00","4,008.89","1,678.00",20,20,"80,000.00"
1,2,1,S,M,47,"1,000,000.00","18,115.88","6,549.00",20,20,"500,000.00"
1,1,1,S,M,47,"100,000.00","15,524.06","2,141.00",99,99,"40,000.00"
1,1,1,S,F,26,"150,000.00","9,554.03","1,332.00",99,99,"60,000.00"
1,2,1,N,M,53,"250,000.00","2,909.69","1,311.38",20,20,"100,000.00"
1,3,1,N,M,49,"150,000.00","55,472.10","5,496.00",19,19,"150,000.00"
1,2,1,N,M,49,"150,000.00","55,472.10","5,496.00",19,19,"90,000.00"
1,2,2,S,M,50,"300,000.00","14,915.97","4,284.75",20,20,"120,000.00"
1,1,1,N,M,49,"50,000.00","10,635.69","1,476.00",99,99,0
1,2,1,N,M,40,"720,000.00","18,527.90","5,627.20",20,20,"360,000.00"
1,2,2,N,M,44,"500,000.00","14,654.99","3,660.00",20,20,"250,000.00"
1,2,1,N,M,46,"200,000.00","5,698.12","1,518.00",60,60,"80,000.00"
1,3,1,N,M,55,"850,000.00","524,114.05","35,026.35",15,15,"850,000.00"
1,2,1,N,M,55,"850,000.00","524,114.05","35,026.35",15,15,"425,000.00"
1,3,1,N,M,48,"850,000.00","524,114.05","35,026.35",15,15,"850,000.00"
1,2,1,N,M,48,"850,000.00","524,114.05","35,026.35",15,15,"425,000.00"
2,3,2,N,M,27,"140,000.00","60,845.86","4,439.30",20,20,"140,000.00"
2,2,2,N,M,27,"140,000.00","60,845.86","4,439.30",20,20,"56,000.00"
1,3,1,N,F,24,"200,000.00","30,786.61","2,908.00",65,65,"200,000.00"
1,2,1,N,F,24,"200,000.00","30,786.61","2,908.00",65,65,"80,000.00"
1,3,1,N,F,43,"75,000.00","30,016.74","2,441.25",20,20,75000
1,2,1,N,F,43,"75,000.00","30,016.74","2,441.25",20,20,0
1,2,1,N,M,55,"500,000.00","1,397.35","6,970.00",1,1,"250,000.00"
1,2,1,N,F,25,"217,799.00","3,971.28","2,116.44",60,60,"130,679.40"
1,3,1,N,M,39,"850,000.00","523,426.70","35,026.35",15,15,"850,000.00"
1,2,1,N,M,39,"850,000.00","523,426.70","35,026.35",15,15,"425,000.00"
2,1,3,N,M,49,"50,000.00","5,420.98",600.5,99,99,0
1,3,1,N,M,42,"100,000.00","39,487.54","3,697.00",20,20,"100,000.00"
1,2,1,N,M,42,"100,000.00","39,487.54","3,697.00",20,20,"60,000.00"
1,1,1,N,M,42,"150,000.00","8,013.47","1,134.00",99,99,"60,000.00"
1,3,1,N,M,40,"100,000.00","35,195.77","3,099.00",65,65,"100,000.00"
1,2,1,N,M,40,"100,000.00","35,195.77","3,099.00",65,65,"40,000.00"
1,1,1,N,M,50,"300,000.00","16,383.44","1,629.09",99,99,"120,000.00"
1,1,1,N,M,40,"300,000.00","18,588.15","1,817.79",99,99,"180,000.00"
1,2,2,S,M,52,"300,000.00","9,043.69","3,039.00",20,20,"120,000.00"
1,2,2,N,M,27,"150,000.00","12,355.63","3,823.50",20,20,"90,000.00"
1,3,1,S,M,45,"75,000.00","29,486.33","2,919.00",20,20,75000
1,2,1,S,M,45,"75,000.00","29,486.33","2,919.00",20,20,0
1,3,1,S,M,37,"100,000.00","39,468.99","3,697.00",20,20,"100,000.00"
1,2,1,S,M,37,"100,000.00","39,468.99","3,697.00",20,20,"60,000.00"
1,3,1,N,M,24,"200,000.00","78,525.74","7,134.00",20,20,"200,000.00"
1,2,1,N,M,24,"200,000.00","78,525.74","7,134.00",20,20,"120,000.00"
2,1,2,S,M,33,"250,000.00","45,031.71","4,116.50",99,99,"150,000.00"
2,3,3,N,M,44,"50,000.00","21,367.68","1,717.00",20,20,50000
2,2,3,N,M,44,"50,000.00","21,367.68","1,717.00",20,20,0
1,1,1,N,F,24,"100,000.00","10,666.46","1,391.00",99,99,"60,000.00"
1,1,1,S,F,39,"60,000.00","10,117.67","1,591.20",99,99,0
1,1,1,N,F,54,"300,000.00","14,683.81","2,133.00",99,99,"120,000.00"
1,2,2,N,M,34,"150,000.00","13,974.93","4,515.00",20,20,"60,000.00"
1,1,1,N,M,50,"150,000.00","18,400.31","2,701.50",99,99,"60,000.00"
1,1,1,N,M,38,"75,000.00","8,694.44","1,179.00",99,99,0
1,1,1,N,M,47,"100,000.00","11,695.01","1,961.00",99,99,"60,000.00"
1,2,2,N,M,33,"150,000.00","3,629.16","1,372.50",20,20,"60,000.00"
1,3,1,N,M,53,"100,000.00","62,112.73","5,703.00",15,15,"100,000.00"
1,2,1,N,M,53,"100,000.00","62,112.73","5,703.00",15,15,"60,000.00"
1,2,3,N,M,38,"599,418.00","10,895.99","5,322.83",17,17,"299,709.00"
